1608550401632604913,1432
1608550401632730638,1432
1608550401632807638,1432
1608550401632871909,1432
1608550401632931939,1432
1608550401633275564,1432
1608550401633327104,1432
1608550401633358094,1432
1608550401633400164,1432
1608550401633460189,1432
1608550401633516719,1432
1608550401633568504,1432
1608550401633622339,1432
1608550401633678250,1432
1608550401633732805,1432
1608550401633788425,1432
1608550401633841095,1432
1608550401633878890,1432
1608550401633909890,1432
1608550401633940140,1432
1608550401634083610,1432
1608550401634169140,1432
1608550401634203610,1432
1608550401634233970,1432
1608550401634264180,1432
1608550401634300890,1432
1608550401634341260,1432
1608550401634376485,1432
1608550401634407485,1432
1608550401634437690,1432
1608550401634510971,1432
1608550401640089883,1432
1608550401640184268,1432
1608550401640231083,1432
1608550401640262703,1432
1608550401640293333,1432
1608550401640323608,1432
1608550401640425738,1432
1608550401640490078,1432
1608550401640548068,1432
1608550401640729538,1432
1608550401640789968,1432
1608550401640836133,1432
1608550401640887893,1432
1608550401640921194,1432
1608550401640951669,1432
1608550401640981714,1432
1608550401641011764,1432
1608550401641103349,1432
1608550401641175369,1432
1608550401641295264,1432
1608550401641355014,1432
1608550401641413154,1432
1608550401641466319,1432
1608550401641566494,1432
1608550401641604469,1432
1608550401641635344,1432
1608550401641665549,1432
1608550401641695999,1432
1608550401641726300,1432
1608550401641901340,1432
1608550401641967980,1432
1608550401642028350,1432
1608550401642168250,1432
1608550401642232185,1432
1608550401642276755,1432
1608550401642307685,1432
1608550401642338920,1432
1608550401642405565,1432
1608550401642439355,1432
1608550401642618891,1432
1608550401642685581,1432
1608550401642746901,1432
1608550401642865776,1432
1608550401642905251,1432
1608550401642935996,1432
1608550401642966436,1432
1608550401642996591,1432
1608550401643026821,1432
1608550401643056801,1432
1608550401643250771,1432
1608550401643372932,1432
1608550401643438962,1432
1608550401643498512,1432
1608550401643594157,1432
1608550401643631532,1432
1608550401643661912,1432
1608550401643691677,1432
1608550401643721542,1432
1608550401643751387,1432
1608550401643951802,1432
1608550401644028247,1432
1608550401644090337,1432
1608550401644208308,1432
1608550401644247673,1432
1608550401644278243,1432
1608550401644308573,1432
1608550401644338758,1432
1608550401644369013,1432
1608550401644399128,1432
1608550401644599093,1432
1608550401644666698,1432
1608550401644723948,1432
1608550401644853423,1432
1608550401644906663,1432
1608550401644933934,1432
1608550401644960894,1432
1608550401644987677,1432
1608550401645014650,1432
1608550401645041539,1432
1608550401645234064,1432
1608550401645294481,1432
1608550401645418610,1432
1608550401645476539,1432
1608550401645519842,1432
1608550401645548269,1432
1608550401645575011,1432
1608550401645633811,1432
1608550401645663699,1432
1608550401645690491,1432
1608550401645918135,1432
1608550401645978642,1432
1608550401646027514,1432
1608550401646166891,1432
1608550401646220145,1432
1608550401646248985,1432
1608550401646276020,1432
1608550401646302705,1432
1608550401646329310,1432
1608550401646411043,1432
1608550401646590354,1432
1608550401646651466,1432
1608550401646705816,1432
1608550401646822195,1432
1608550401646874497,1432
1608550401646905186,1432
1608550401646932341,1432
1608550401646959084,1432
1608550401646985746,1432
1608550401647040132,1432
1608550401647189439,1432
1608550401647245573,1432
1608550401647299048,1432
1608550401647421080,1432
1608550401647470977,1432
1608550401647499995,1432
1608550401647526969,1432
1608550401647557720,1432
1608550401647667756,1432
1608550401647727596,1432
1608550401647779409,1432
1608550401647910347,1432
1608550401647950454,1432
1608550401647978178,1432
1608550401648005245,1432
1608550401648031952,1432
1608550401648058769,1432
1608550401648085582,1432
1608550401648112294,1432
1608550401648165778,1432
1608550401648356690,1432
1608550401648457445,1432
1608550401648515277,1432
1608550401648636792,1432
1608550401648700961,1432
1608550401648755233,1432
1608550401648806219,1432
1608550401648857863,1432
1608550401648984019,1432
1608550401649043344,1432
1608550401649097393,1432
1608550401649143717,1432
1608550401649173722,1432
1608550401649200571,1432
1608550401649227593,1432
1608550401649263602,1432
1608550401649391622,1432
1608550401649437394,1432
1608550401649478828,1432
1608550401649518265,1432
1608550401649558375,1432
1608550401649605185,1432
1608550401649723979,1432
1608550401649760619,1432
1608550401649800650,1432
1608550401649838610,1432
1608550401649871090,1432
1608550401649912148,1432
1608550401649950952,1432
1608550401649991573,1432
1608550401650078662,1432
1608550401650144035,1432
1608550401650191693,1432
1608550401650234010,1432
1608550401650269690,1432
1608550401650300272,1432
1608550401650403044,1432
1608550401650452946,1432
1608550401650500263,1432
1608550401650543890,1432
1608550401650580749,1432
1608550401650622254,1432
1608550401650707316,1432
1608550401650751248,1432
1608550401650792051,1432
1608550401650830863,1432
1608550401650866066,1432
1608550401650908550,1432
1608550401650992673,1432
1608550401651036171,1432
1608550401651077901,1432
1608550401651116525,1432
1608550401651157113,1432
1608550401651195707,1432
1608550401651271796,1432
1608550401651317695,1432
1608550401651355796,1432
1608550401651396895,1432
1608550401651439098,1432
1608550401651482274,1432
1608550401651594332,1432
1608550401651641517,1432
1608550401651685304,1432
1608550401651715852,1432
1608550401651738406,1432
1608550401651770692,1432
1608550401651813865,1432
1608550401651901972,1432
1608550401651950948,1432
1608550401651996028,1432
1608550401652039191,1432
1608550401652073532,1432
1608550401652173868,1432
1608550401652222889,1432
1608550401652264769,1432
1608550401652308422,1432
1608550401652348868,1432
1608550401652433782,1432
1608550401652482370,1432
1608550401652522370,1432
1608550401652564139,1432
1608550401652598675,1432
1608550401652692253,1432
1608550401652737739,1432
1608550401652780715,1432
1608550401652817075,1432
1608550401652859536,1432
1608550401652895558,1432
1608550401652982290,1432
1608550401653029115,1432
1608550401653071580,1432
1608550401653114079,1432
1608550401653157186,1432
1608550401653241094,1432
1608550401653285986,1432
1608550401653319703,1432
1608550401653359070,1432
1608550401653417556,1432
1608550401653501753,1432
1608550401653538611,1432
1608550401653582476,1432
1608550401653663221,1432
1608550401653711556,1432
1608550401653751858,1432
1608550401653832680,1432
1608550401653880067,1432
1608550401653909113,1432
1608550401653931608,1432
1608550401653978904,1432
1608550401654003701,1432
1608550401654171674,1432
1608550401654237400,1432
1608550401654336498,1432
1608550401654415862,1432
1608550401654468129,1432
1608550401654523674,1432
1608550401654566665,1432
1608550401654607732,1432
1608550401654649437,1432
1608550401654717991,1432
1608550401654875548,1432
1608550401654929213,1432
1608550401654980461,1432
1608550401655027521,1432
1608550401655142686,1432
1608550401655179381,1432
1608550401655234474,1432
1608550401655292031,1432
1608550401655365706,1432
1608550401655411742,1432
1608550401655514572,1432
1608550401655568207,1432
1608550401655637807,1432
1608550401655704382,1432
1608550401655781972,1432
1608550401655827950,1432
1608550401655902315,1432
1608550401655939912,1432
1608550401656019417,1432
1608550401656056012,1432
1608550401656140642,1432
1608550401656191315,1432
1608550401656263060,1432
1608550401656301438,1432
1608550401656382953,1432
1608550401656420635,1432
1608550401656499103,1432
1608550401656536698,1432
1608550401656616955,1432
1608550401656655328,1432
1608550401656798793,1432
1608550401656836986,1432
1608550401656924043,1432
1608550401656963156,1432
1608550401657040244,1432
1608550401657078099,1432
1608550401657155724,1432
1608550401657193456,1432
1608550401657346901,1432
1608550401657432112,1432
1608550401657458677,1432
1608550401657479524,1432
1608550401657536837,1432
1608550401657556352,1432
1608550401657571869,1432
1608550401657611844,1432
1608550401657630422,1432
1608550401657660669,1432
1608550401657700104,1432
1608550401657732709,1432
1608550401657962285,1432
1608550401658033222,1432
1608550401658091295,1432
1608550401658172917,1432
1608550401658278168,1432
1608550401658330465,1432
1608550401658363810,1432
1608550401658393893,1432
1608550401658429790,1432
1608550401658480628,1432
1608550401658744421,1432
1608550401658796096,1432
1608550401658828798,1432
1608550401658896698,1432
1608550401658957003,1432
1608550401658990256,1432
1608550401659019483,1432
